person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y
-1.084859555797905,-1.070557330729579,-0.6895310070953103,-0.814617736642377,-0.7833099089992784,2.6385611991394127,-0.9385353208469255,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.762396469035974,0.5402596764964858,-0.6895310070953103,4.000409691529974,-1.0210790141412411,1.8857432509180572,-0.9385353208469255,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2787018388930774,0.7896520507917212,-0.1938548039781196,4.000409691529974,2.395630455638466,1.41523203327971,-0.44567728220876784,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.762396469035974,0.9192754429026186,-0.6895310070953103,4.000409691529974,-1.0210790141412411,1.2270275462243707,-0.44567728220876784,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.762396469035974,8.215328946220676,0.5496595006976664,3.211060932813195,-0.1253734810722044,-1.0314262984396967,-0.6921063015278467,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.762396469035974,1.014029384504152,-1.185207210212501,4.000409691529974,-1.0210790141412411,1.1329253026967012,-0.44567728220876784,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.762396469035974,0.4855108490391199,0.5496595006976664,4.000409691529974,3.001453107096069,1.41523203327971,-0.44567728220876784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.762396469035974,0.8813738662620054,0.7974976022562618,4.000409691529974,2.3500309012276785,1.3211297897520402,-0.44567728220876784,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.6011649256550085,-1.0553967000733337,0.7974976022562618,-1.2487595539366054,-0.014631706074578085,-0.09040386316300182,-0.9385353208469255,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.439933382274043,1.8194378881171842,-0.6895310070953103,4.000409691529974,-1.1546205663442612,0.47420959800301504,-0.44567728220876784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.439933382274043,1.336192785949365,1.0453357038148572,3.968835741181303,1.8679784688850698,0.7565163285860235,-0.9385353208469255,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.9236280124169395,-0.028263973112713565,-0.1938548039781196,3.8425399397866182,2.1318044622617673,3.2972769038331,-0.44567728220876784,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.6011649256550085,-1.0519855581756785,-1.185207210212501,-1.2882269918724443,-1.2197627869311003,-0.2786083502183407,-0.6921063015278467,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9236280124169395,0.2559978516918861,-0.441692905536715,3.8346464521994506,1.1416427093418144,2.356254468556404,-0.44567728220876784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.6011649256550085,0.02377489161484848,0.7974976022562618,3.6846701880432624,0.5358200578842116,3.014970173250091,-0.6921063015278467,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.084859555797905,-1.0516065424092724,-0.441692905536715,-0.8027775052616253,2.1839182387312386,2.356254468556404,-0.6921063015278467,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.762396469035974,-1.0516065424092724,-1.185207210212501,-1.3040139670467799,-0.558569247974684,-0.37271059374601023,-0.6921063015278467,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6011649256550085,-0.028263973112713565,0.3018213991390711,3.6057353121715847,-0.34034280900877323,3.1090724167777606,-0.6921063015278467,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.084859555797905,-1.0442346857526732,0.053983297580475736,-0.8935526125140548,0.5879338343536828,1.697538763862718,-0.9385353208469255,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.084859555797905,-1.041752132482713,0.053983297580475736,-1.2092921160007664,0.02771073730686696,0.003698380364667738,-0.6921063015278467,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.439933382274043,1.014029384504152,-0.6895310070953103,3.5268004362999066,-1.437989225897011,0.9447208156413626,-0.9385353208469255,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2787018388930774,0.5402596764964858,0.5496595006976664,3.3768241721437184,1.0211296012561624,1.5093342768073794,-0.6921063015278467,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.439933382274043,4.538876012081188,-0.6895310070953103,2.3033098602888993,0.9169020483172199,-0.8432218113843577,-0.6921063015278467,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2787018388930774,4.425171282159348,1.2931738053734525,-0.2936475558893029,0.7996460512609098,-1.3137330290227052,-0.44567728220876784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.084859555797905,-1.0326557540889658,0.053983297580475736,-1.1303572401290884,-1.1481063442855775,0.3801073544753455,-0.44567728220876784,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9236280124169395,-0.35042737455792655,-0.9373691086539057,3.211060932813195,2.395630455638466,4.3324015826374636,-0.9385353208469255,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.6011649256550085,-0.04721476143302021,0.7974976022562618,3.211060932813195,1.1416427093418144,2.826765686194752,-0.6921063015278467,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.439933382274043,0.16124391009035288,-0.1938548039781196,3.211060932813195,1.9070638012371735,2.1680499815010656,-0.44567728220876784,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.762396469035974,0.09491615096927963,-0.441692905536715,3.211060932813195,-0.014631706074578085,2.356254468556404,-0.44567728220876784,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.2787018388930774,-0.08416879865761817,0.3018213991390711,3.211060932813195,2.2653460144647872,2.2621522250287347,-0.9385353208469255,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.6011649256550085,-1.0326557540889658,-0.1938548039781196,-1.1303572401290884,0.5390771689135535,0.3801073544753455,-0.6921063015278467,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2787018388930774,4.425171282159348,1.2931738053734525,1.6323634153796374,-1.0275932361999252,-0.9373240549120271,-0.44567728220876784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.762396469035974,4.425171282159348,-0.9373691086539057,2.3033098602888993,2.7278557806313453,-0.8432218113843577,-0.9385353208469255,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.2787018388930774,4.425171282159348,1.0453357038148572,0.05366589794607975,-0.21331547886443694,-1.3137330290227052,-0.44567728220876784,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2787018388930774,4.425171282159348,-1.185207210212501,2.4217121740964163,1.3989544806598289,-0.8432218113843577,-0.6921063015278467,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.439933382274043,4.425171282159348,1.0453357038148572,1.316623911892926,1.763750915946127,-1.0314262984396967,-0.6921063015278467,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.2787018388930774,0.2690738956328977,0.7974976022562618,3.211060932813195,-1.1546205663442612,1.8857432509180572,-0.6921063015278467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9236280124169395,-0.0036279482963149272,-0.1938548039781196,3.211060932813195,0.5390771689135535,1.9798454944457267,-0.6921063015278467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2787018388930774,0.4270855686476145,-1.185207210212501,3.211060932813195,-1.437989225897011,1.603436520335049,-0.6921063015278467,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6011649256550085,0.21809627505127283,-0.1938548039781196,3.211060932813195,-0.014631706074578085,1.9798454944457267,-0.44567728220876784,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.762396469035974,0.21809627505127283,0.5496595006976664,3.211060932813195,2.4705440093133313,1.9798454944457267,-0.6921063015278467,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.762396469035974,0.4834831146888471,0.3018213991390711,3.211060932813195,1.3663833703664094,1.5093342768073794,-0.6921063015278467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.762396469035974,0.5781612531370991,0.5496595006976664,3.211060932813195,-0.1253734810722044,1.3211297897520402,-0.9385353208469255,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.439933382274043,1.014029384504152,1.0453357038148572,3.211060932813195,-1.0210790141412411,0.7565163285860235,-0.44567728220876784,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2787018388930774,4.046155515753215,-0.1938548039781196,0.05366589794607975,1.604152475508372,-1.2196307854950355,-0.6921063015278467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.2787018388930774,3.991274032777607,-1.185207210212501,1.6323634153796374,0.1449667343631776,-0.9373240549120271,-0.6921063015278467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.762396469035974,3.989303150792295,-0.441692905536715,4.000409691529974,-0.014631706074578085,-0.37271059374601023,-0.44567728220876784,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.439933382274043,1.165635691066605,1.0453357038148572,3.211060932813195,-1.2197627869311003,0.5683118415306846,-0.44567728220876784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6011649256550085,-1.0326557540889658,-0.6895310070953103,-1.2487595539366054,-0.014631706074578085,-0.18450610669067138,-0.6921063015278467,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.084859555797905,1.222488056027525,-1.185207210212501,3.211060932813195,-1.6431872207455538,0.5683118415306846,-0.44567728220876784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9236280124169395,3.951401574151682,0.3018213991390711,0.36940540143279127,0.177537844656597,-1.2196307854950355,-0.9385353208469255,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2787018388930774,3.723992114308002,-1.185207210212501,0.05366589794607975,-0.014631706074578085,-1.2196307854950355,-0.44567728220876784,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.439933382274043,2.944167174927384,1.0453357038148572,2.4217121740964163,1.5194675887454807,-0.6550173243290187,-0.9385353208469255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.9236280124169395,0.06648996848881966,0.3018213991390711,3.068978156244175,1.6139238085963976,2.356254468556404,-0.6921063015278467,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.9236280124169395,-1.0326557540889658,0.5496595006976664,-1.2882269918724443,1.2393560402220731,-0.37271059374601023,-0.6921063015278467,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.2787018388930774,3.6671397493470823,1.2931738053734525,2.8953214293264837,-0.014631706074578085,-0.5609150808013492,-0.6921063015278467,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.439933382274043,3.6481889610267757,1.0453357038148572,1.6323634153796374,1.1025573769897112,-0.8432218113843577,-0.9385353208469255,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.6011649256550085,3.572385807745549,1.0453357038148572,-0.009482002751262555,-1.3174761178113588,-1.2196307854950355,-0.9385353208469255,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.439933382274043,3.4776318661440158,-0.6895310070953103,2.4217121740964163,0.7996460512609098,-0.6550173243290187,-0.44567728220876784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.439933382274043,-1.0326557540889658,-1.185207210212501,-1.0514223642574105,-0.014631706074578085,0.7565163285860235,-0.6921063015278467,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9236280124169395,-0.18081781909118205,0.3018213991390711,2.8953214293264837,-0.014631706074578085,3.014970173250091,-0.9385353208469255,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.084859555797905,-1.0326557540889658,0.3018213991390711,-1.0514223642574105,0.838731383613013,0.7565163285860235,-0.6921063015278467,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.762396469035974,-0.028263973112713565,-0.6895310070953103,2.8953214293264837,-1.0210790141412411,2.4503567120840737,-0.9385353208469255,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2787018388930774,0.3507517932934193,-0.6895310070953103,2.8953214293264837,-1.1546205663442612,1.5093342768073794,-0.6921063015278467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2787018388930774,-1.0326557540889658,-0.6895310070953103,-0.5620261338530077,-1.1481063442855775,3.20317466030543,-0.6921063015278467,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9236280124169395,0.40760415825433927,0.3018213991390711,2.8953214293264837,-0.3663996972435089,1.41523203327971,-0.6921063015278467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.084859555797905,-1.0326557540889658,-1.185207210212501,-0.8619786621653837,0.7963889402315679,1.697538763862718,-0.44567728220876784,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.9236280124169395,-1.0326557540889658,0.3018213991390711,-0.7751502987065381,-1.2686194523712295,2.1680499815010656,-0.9385353208469255,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6011649256550085,0.31292601980608725,-1.185207210212501,2.8953214293264837,1.6139238085963976,1.603436520335049,-0.44567728220876784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.6011649256550085,3.4776318661440158,-0.6895310070953103,1.316623911892926,0.6335333887644703,-0.9373240549120271,-0.6921063015278467,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.439933382274043,0.635013618098019,0.053983297580475736,2.8953214293264837,0.5390771689135535,1.0388230591690322,-0.6921063015278467,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2787018388930774,0.8245215013010855,1.2931738053734525,2.8953214293264837,-0.6953679112070459,0.7565163285860235,-0.9385353208469255,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2787018388930774,-1.0326557540889658,-1.185207210212501,-1.0987832897804173,-0.014631706074578085,0.5683118415306846,-0.44567728220876784,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9236280124169395,0.7866199246604721,0.3018213991390711,2.8953214293264837,-0.014631706074578085,0.8506185721136931,-0.44567728220876784,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.762396469035974,1.6052939800977193,0.5496595006976664,2.8953214293264837,0.02445362627752508,0.1919028674200066,-0.9385353208469255,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6011649256550085,0.047539180168513016,-0.6895310070953103,2.8321735286291414,-0.014631706074578085,2.1680499815010656,-0.9385353208469255,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.084859555797905,-1.0326557540889658,0.053983297580475736,-1.0119549263215717,1.5129533666867971,0.9447208156413626,-0.6921063015278467,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.9236280124169395,0.06648996848881966,-0.1938548039781196,2.8163865534548056,0.659590276999206,2.073947737973396,-0.6921063015278467,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.9236280124169395,3.288123982940949,0.3018213991390711,2.4217121740964163,-0.014631706074578085,-0.6550173243290187,-0.9385353208469255,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2787018388930774,0.12713249111380093,0.053983297580475736,2.7453451651702956,1.493410700510745,1.8857432509180572,-0.9385353208469255,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.6011649256550085,0.31285021665280605,0.053983297580475736,2.737451677583128,0.7996460512609098,1.5093342768073794,-0.9385353208469255,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6011649256550085,0.13090369798954193,-1.185207210212501,2.737451677583128,-0.014631706074578085,1.8857432509180572,-0.6921063015278467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.762396469035974,-0.07564094391348018,0.5496595006976664,2.579581925839772,0.21988028803804263,2.356254468556404,-0.9385353208469255,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.762396469035974,1.014029384504152,-0.9373691086539057,2.5164340251424298,0.5390771689135535,0.3801073544753455,-0.6921063015278467,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6011649256550085,-1.0258334702936553,-0.6895310070953103,-1.2724400166981087,0.8257029394956454,-0.37271059374601023,-0.6921063015278467,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
